,Edition,Year,Points type,From,To,Points
3162,malmo-2013,2013,Points given,belgium,ukraine,8
3163,malmo-2013,2013,Points given,belgium,norway,7
3164,malmo-2013,2013,Points given,belgium,italy,6
3165,malmo-2013,2013,Points given,belgium,azerbaijan,5
3166,malmo-2013,2013,Points given,belgium,russia,4
3167,malmo-2013,2013,Points given,belgium,moldova,3
3168,malmo-2013,2013,Points given,belgium,greece,2
3169,malmo-2013,2013,Points given,belgium,sweden,1
3170,malmo-2013,2013,Points given,estonia,russia,12
3171,malmo-2013,2013,Points given,estonia,ukraine,10
3172,malmo-2013,2013,Points given,estonia,denmark,8
3173,malmo-2013,2013,Points given,estonia,the netherlands,7
3174,malmo-2013,2013,Points given,estonia,iceland,6
3175,malmo-2013,2013,Points given,estonia,malta,5
3176,malmo-2013,2013,Points given,estonia,hungary,4
3177,malmo-2013,2013,Points given,estonia,norway,3
3178,malmo-2013,2013,Points given,estonia,belgium,2
3179,malmo-2013,2013,Points given,estonia,sweden,1
3180,malmo-2013,2013,Points given,belarus,ukraine,12
3181,malmo-2013,2013,Points given,belarus,azerbaijan,10
3182,malmo-2013,2013,Points given,belarus,russia,8
3183,malmo-2013,2013,Points given,belarus,malta,7
3184,malmo-2013,2013,Points given,belarus,greece,6
3185,malmo-2013,2013,Points given,belarus,lithuania,5
3186,malmo-2013,2013,Points given,belarus,moldova,4
3187,malmo-2013,2013,Points given,belarus,norway,3
3188,malmo-2013,2013,Points given,belarus,armenia,2
3189,malmo-2013,2013,Points given,belarus,denmark,1
3190,malmo-2013,2013,Points given,malta,azerbaijan,12
3191,malmo-2013,2013,Points given,malta,ukraine,10
3192,malmo-2013,2013,Points given,malta,italy,8
3193,malmo-2013,2013,Points given,malta,romania,7
3194,malmo-2013,2013,Points given,malta,denmark,6
3195,malmo-2013,2013,Points given,malta,united kingdom,5
3196,malmo-2013,2013,Points given,malta,greece,4
3197,malmo-2013,2013,Points given,malta,norway,3
3198,malmo-2013,2013,Points given,malta,belarus,2
3199,malmo-2013,2013,Points given,malta,armenia,1
3200,malmo-2013,2013,Points given,russia,azerbaijan,12
3201,malmo-2013,2013,Points given,russia,greece,10
3202,malmo-2013,2013,Points given,russia,belgium,8
3203,malmo-2013,2013,Points given,russia,norway,7
3204,malmo-2013,2013,Points given,russia,moldova,6
3205,malmo-2013,2013,Points given,russia,georgia,5
3206,malmo-2013,2013,Points given,russia,denmark,4
3207,malmo-2013,2013,Points given,russia,the netherlands,3
3208,malmo-2013,2013,Points given,russia,armenia,2
3209,malmo-2013,2013,Points given,russia,ukraine,1
3210,malmo-2013,2013,Points given,germany,hungary,12
3211,malmo-2013,2013,Points given,germany,denmark,10
3212,malmo-2013,2013,Points given,germany,iceland,8
3213,malmo-2013,2013,Points given,germany,norway,7
3214,malmo-2013,2013,Points given,germany,greece,6
3215,malmo-2013,2013,Points given,germany,malta,5
3216,malmo-2013,2013,Points given,germany,azerbaijan,4
3217,malmo-2013,2013,Points given,germany,sweden,3
3218,malmo-2013,2013,Points given,germany,russia,2
3219,malmo-2013,2013,Points given,germany,finland,1
3220,malmo-2013,2013,Points given,armenia,ukraine,12
3221,malmo-2013,2013,Points given,armenia,georgia,10
3222,malmo-2013,2013,Points given,armenia,greece,8
3223,malmo-2013,2013,Points given,armenia,russia,7
3224,malmo-2013,2013,Points given,armenia,malta,6
3225,malmo-2013,2013,Points given,armenia,belarus,5
3226,malmo-2013,2013,Points given,armenia,denmark,4
3227,malmo-2013,2013,Points given,armenia,norway,3
3228,malmo-2013,2013,Points given,armenia,france,2
3229,malmo-2013,2013,Points given,armenia,italy,1
3230,malmo-2013,2013,Points given,the-netherlands,belgium,12
3231,malmo-2013,2013,Points given,the-netherlands,denmark,10
3232,malmo-2013,2013,Points given,the-netherlands,malta,8
3233,malmo-2013,2013,Points given,the-netherlands,hungary,7
3234,malmo-2013,2013,Points given,the-netherlands,norway,6
3235,malmo-2013,2013,Points given,the-netherlands,ukraine,5
3236,malmo-2013,2013,Points given,the-netherlands,russia,4
3237,malmo-2013,2013,Points given,the-netherlands,sweden,3
3238,malmo-2013,2013,Points given,the-netherlands,azerbaijan,2
3239,malmo-2013,2013,Points given,the-netherlands,greece,1
3240,malmo-2013,2013,Points given,romania,moldova,12
3241,malmo-2013,2013,Points given,romania,azerbaijan,10
3242,malmo-2013,2013,Points given,romania,norway,8
3243,malmo-2013,2013,Points given,romania,greece,7
3244,malmo-2013,2013,Points given,romania,denmark,6
3245,malmo-2013,2013,Points given,romania,malta,5
3246,malmo-2013,2013,Points given,romania,ukraine,4
3247,malmo-2013,2013,Points given,romania,united kingdom,3
3248,malmo-2013,2013,Points given,romania,the netherlands,2
3249,malmo-2013,2013,Points given,romania,italy,1
3250,malmo-2013,2013,Points given,united-kingdom,denmark,12
3251,malmo-2013,2013,Points given,united-kingdom,russia,10
3252,malmo-2013,2013,Points given,united-kingdom,greece,8
3253,malmo-2013,2013,Points given,united-kingdom,malta,7
3254,malmo-2013,2013,Points given,united-kingdom,the netherlands,6
3255,malmo-2013,2013,Points given,united-kingdom,ukraine,5
3256,malmo-2013,2013,Points given,united-kingdom,romania,4
3257,malmo-2013,2013,Points given,united-kingdom,belgium,3
3258,malmo-2013,2013,Points given,united-kingdom,iceland,2
3259,malmo-2013,2013,Points given,united-kingdom,ireland,1
3260,malmo-2013,2013,Points given,sweden,norway,12
3261,malmo-2013,2013,Points given,sweden,denmark,10
3262,malmo-2013,2013,Points given,sweden,the netherlands,8
3263,malmo-2013,2013,Points given,sweden,belgium,7
3264,malmo-2013,2013,Points given,sweden,iceland,6
3265,malmo-2013,2013,Points given,sweden,russia,5
3266,malmo-2013,2013,Points given,sweden,romania,4
3267,malmo-2013,2013,Points given,sweden,hungary,3
3268,malmo-2013,2013,Points given,sweden,ireland,2
3269,malmo-2013,2013,Points given,sweden,united kingdom,1
3270,malmo-2013,2013,Points given,hungary,azerbaijan,12
3271,malmo-2013,2013,Points given,hungary,denmark,10
3272,malmo-2013,2013,Points given,hungary,malta,8
3273,malmo-2013,2013,Points given,hungary,ukraine,7
3274,malmo-2013,2013,Points given,hungary,iceland,6
3275,malmo-2013,2013,Points given,hungary,the netherlands,5
3276,malmo-2013,2013,Points given,hungary,belgium,4
3277,malmo-2013,2013,Points given,hungary,armenia,3
3278,malmo-2013,2013,Points given,hungary,norway,2
3279,malmo-2013,2013,Points given,hungary,greece,1
3280,malmo-2013,2013,Points given,denmark,norway,12
3281,malmo-2013,2013,Points given,denmark,the netherlands,10
3282,malmo-2013,2013,Points given,denmark,sweden,8
3283,malmo-2013,2013,Points given,denmark,russia,7
3284,malmo-2013,2013,Points given,denmark,greece,6
3285,malmo-2013,2013,Points given,denmark,belgium,5
3286,malmo-2013,2013,Points given,denmark,malta,4
3287,malmo-2013,2013,Points given,denmark,ukraine,3
3288,malmo-2013,2013,Points given,denmark,finland ,2
3289,malmo-2013,2013,Points given,denmark,iceland,1
3290,malmo-2013,2013,Points given,iceland,denmark,12
3291,malmo-2013,2013,Points given,iceland,norway,10
3292,malmo-2013,2013,Points given,iceland,the netherlands,8
3293,malmo-2013,2013,Points given,iceland,azerbaijan,7
3294,malmo-2013,2013,Points given,iceland,romania,6
3295,malmo-2013,2013,Points given,iceland,malta,5
3296,malmo-2013,2013,Points given,iceland,sweden,4
3297,malmo-2013,2013,Points given,iceland,ukraine,3
3298,malmo-2013,2013,Points given,iceland,france,2
3299,malmo-2013,2013,Points given,iceland,russia,1
3300,malmo-2013,2013,Points given,azerbaijan,ukraine,12
3301,malmo-2013,2013,Points given,azerbaijan,georgia,10
3302,malmo-2013,2013,Points given,azerbaijan,malta,8
3303,malmo-2013,2013,Points given,azerbaijan,belarus,7
3304,malmo-2013,2013,Points given,azerbaijan,romania,6
3305,malmo-2013,2013,Points given,azerbaijan,denmark,5
3306,malmo-2013,2013,Points given,azerbaijan,greece,4
3307,malmo-2013,2013,Points given,azerbaijan,lithuania,3
3308,malmo-2013,2013,Points given,azerbaijan,norway,2
3309,malmo-2013,2013,Points given,azerbaijan,moldova,1
3310,malmo-2013,2013,Points given,greece,azerbaijan,12
3311,malmo-2013,2013,Points given,greece,romania,10
3312,malmo-2013,2013,Points given,greece,ukraine,8
3313,malmo-2013,2013,Points given,greece,denmark,7
3314,malmo-2013,2013,Points given,greece,italy,6
3315,malmo-2013,2013,Points given,greece,georgia,5
3316,malmo-2013,2013,Points given,greece,norway,4
3317,malmo-2013,2013,Points given,greece,malta,3
3318,malmo-2013,2013,Points given,greece, hungary,2
3319,malmo-2013,2013,Points given,greece,belarus,1
3320,malmo-2013,2013,Points given,ukraine,belarus,12
3321,malmo-2013,2013,Points given,ukraine,azerbaijan,10
3322,malmo-2013,2013,Points given,ukraine,moldova,8
3323,malmo-2013,2013,Points given,ukraine,georgia,7
3324,malmo-2013,2013,Points given,ukraine,armenia,6
3325,malmo-2013,2013,Points given,ukraine,denmark,5
3326,malmo-2013,2013,Points given,ukraine,russia,4
3327,malmo-2013,2013,Points given,ukraine, norway,3
3328,malmo-2013,2013,Points given,ukraine,malta,2
3329,malmo-2013,2013,Points given,ukraine,lithuania,1
3330,malmo-2013,2013,Points given,italy,denmark,12
3331,malmo-2013,2013,Points given,italy,malta,10
3332,malmo-2013,2013,Points given,italy,norway,8
3333,malmo-2013,2013,Points given,italy,greece,7
3334,malmo-2013,2013,Points given,italy,lithuania,6
3335,malmo-2013,2013,Points given,italy,ukraine,5
3336,malmo-2013,2013,Points given,italy,moldova,4
3337,malmo-2013,2013,Points given,italy,hungary,3
3338,malmo-2013,2013,Points given,italy,spain,2
3339,malmo-2013,2013,Points given,italy,romania,1
3340,malmo-2013,2013,Points given,norway,sweden,12
3341,malmo-2013,2013,Points given,norway,malta,10
3342,malmo-2013,2013,Points given,norway,the netherlands,8
3343,malmo-2013,2013,Points given,norway,denmark,7
3344,malmo-2013,2013,Points given,norway,romania,6
3345,malmo-2013,2013,Points given,norway,greece,5
3346,malmo-2013,2013,Points given,norway,iceland,4
3347,malmo-2013,2013,Points given,norway,belgium,3
3348,malmo-2013,2013,Points given,norway,hungary,2
3349,malmo-2013,2013,Points given,norway,ukraine,1
3350,malmo-2013,2013,Points given,georgia,azerbaijan,12
3351,malmo-2013,2013,Points given,georgia,armenia,10
3352,malmo-2013,2013,Points given,georgia,ukraine,8
3353,malmo-2013,2013,Points given,georgia,denmark,7
3354,malmo-2013,2013,Points given,georgia,russia,6
3355,malmo-2013,2013,Points given,georgia,belarus,5
3356,malmo-2013,2013,Points given,georgia,norway,4
3357,malmo-2013,2013,Points given,georgia,malta,3
3358,malmo-2013,2013,Points given,georgia,italy,2
3359,malmo-2013,2013,Points given,georgia,lithuania,1
3360,malmo-2013,2013,Points given,ireland,denmark,12
3361,malmo-2013,2013,Points given,ireland,russia,10
3362,malmo-2013,2013,Points given,ireland,ukraine,8
3363,malmo-2013,2013,Points given,ireland,united kingdom,7
3364,malmo-2013,2013,Points given,ireland,the netherlands,6
3365,malmo-2013,2013,Points given,ireland,sweden,5
3366,malmo-2013,2013,Points given,ireland,belgium,4
3367,malmo-2013,2013,Points given,ireland,moldova,3
3368,malmo-2013,2013,Points given,ireland,azerbaijan,2
3369,malmo-2013,2013,Points given,ireland,lithuania,1
3370,baku-2012,2012,Points given,united-kingdom,sweden,12
3371,baku-2012,2012,Points given,united-kingdom,ireland,10
3372,baku-2012,2012,Points given,united-kingdom,spain,8
3373,baku-2012,2012,Points given,united-kingdom,lithuania,7
3374,baku-2012,2012,Points given,united-kingdom,germany,6
3375,baku-2012,2012,Points given,united-kingdom,malta,5
3376,baku-2012,2012,Points given,united-kingdom,estonia,4
3377,baku-2012,2012,Points given,united-kingdom,russia,3
3378,baku-2012,2012,Points given,united-kingdom,azerbaijan,2
3379,baku-2012,2012,Points given,united-kingdom,turkey,1
3380,baku-2012,2012,Points given,hungary,sweden,12
3381,baku-2012,2012,Points given,hungary,germany,10
3382,baku-2012,2012,Points given,hungary,albania,8
3383,baku-2012,2012,Points given,hungary,russia,7
3384,baku-2012,2012,Points given,hungary,iceland,6
3385,baku-2012,2012,Points given,hungary,italy,5
3386,baku-2012,2012,Points given,hungary,serbia,4
3387,baku-2012,2012,Points given,hungary,turkey,3
3388,baku-2012,2012,Points given,hungary,moldova,2
3389,baku-2012,2012,Points given,hungary,spain,1
3390,baku-2012,2012,Points given,albania,greece,12
3391,baku-2012,2012,Points given,albania,turkey,10
3392,baku-2012,2012,Points given,albania,north macedonia,8
3393,baku-2012,2012,Points given,albania,italy,7
3394,baku-2012,2012,Points given,albania,cyprus,6
3395,baku-2012,2012,Points given,albania,sweden,5
3396,baku-2012,2012,Points given,albania,azerbaijan,4
3397,baku-2012,2012,Points given,albania,russia,3
3398,baku-2012,2012,Points given,albania,germany,2
3399,baku-2012,2012,Points given,albania,serbia,1
3400,baku-2012,2012,Points given,lithuania,azerbaijan,12
3401,baku-2012,2012,Points given,lithuania,sweden,10
3402,baku-2012,2012,Points given,lithuania,estonia,8
3403,baku-2012,2012,Points given,lithuania,malta,7
3404,baku-2012,2012,Points given,lithuania,russia,6
3405,baku-2012,2012,Points given,lithuania,serbia,5
3406,baku-2012,2012,Points given,lithuania,italy,4
3407,baku-2012,2012,Points given,lithuania,germany,3
3408,baku-2012,2012,Points given,lithuania,ukraine,2
3409,baku-2012,2012,Points given,lithuania,turkey,1
3410,baku-2012,2012,Points given,russia,sweden,12
3411,baku-2012,2012,Points given,russia,azerbaijan,10
3412,baku-2012,2012,Points given,russia,ukraine,8
3413,baku-2012,2012,Points given,russia,moldova,7
3414,baku-2012,2012,Points given,russia,estonia,6
3415,baku-2012,2012,Points given,russia,lithuania,5
3416,baku-2012,2012,Points given,russia,serbia,4
3417,baku-2012,2012,Points given,russia,greece,3
3418,baku-2012,2012,Points given,russia,cyprus,2
3419,baku-2012,2012,Points given,russia,romania,1
3420,baku-2012,2012,Points given,iceland,sweden,12
3421,baku-2012,2012,Points given,iceland,estonia,10
3422,baku-2012,2012,Points given,iceland,cyprus,8
3423,baku-2012,2012,Points given,iceland,russia,7
3424,baku-2012,2012,Points given,iceland,france,6
3425,baku-2012,2012,Points given,iceland,denmark,5
3426,baku-2012,2012,Points given,iceland,ireland,4
3427,baku-2012,2012,Points given,iceland,serbia,3
3428,baku-2012,2012,Points given,iceland,spain,2
3429,baku-2012,2012,Points given,iceland,norway,1
3430,baku-2012,2012,Points given,cyprus,greece,12
3431,baku-2012,2012,Points given,cyprus,sweden,10
3432,baku-2012,2012,Points given,cyprus,azerbaijan,8
3433,baku-2012,2012,Points given,cyprus,serbia,7
3434,baku-2012,2012,Points given,cyprus,spain,6
3435,baku-2012,2012,Points given,cyprus,russia,5
3436,baku-2012,2012,Points given,cyprus,albania,4
3437,baku-2012,2012,Points given,cyprus,romania,3
3438,baku-2012,2012,Points given,cyprus,italy,2
3439,baku-2012,2012,Points given,cyprus,iceland,1
3440,baku-2012,2012,Points given,france,sweden,12
3441,baku-2012,2012,Points given,france,estonia,10
3442,baku-2012,2012,Points given,france,serbia,8
3443,baku-2012,2012,Points given,france,germany,7
3444,baku-2012,2012,Points given,france,spain,6
3445,baku-2012,2012,Points given,france,turkey,5
3446,baku-2012,2012,Points given,france,russia,4
3447,baku-2012,2012,Points given,france,lithuania,3
3448,baku-2012,2012,Points given,france,romania,2
3449,baku-2012,2012,Points given,france,italy,1
3450,baku-2012,2012,Points given,italy,albania,12
3451,baku-2012,2012,Points given,italy,russia,10
3452,baku-2012,2012,Points given,italy,germany,8
3453,baku-2012,2012,Points given,italy,romania,7
3454,baku-2012,2012,Points given,italy,serbia,6
3455,baku-2012,2012,Points given,italy,cyprus,5
3456,baku-2012,2012,Points given,italy,moldova,4
3457,baku-2012,2012,Points given,italy,ukraine,3
3458,baku-2012,2012,Points given,italy,denmark,2
3459,baku-2012,2012,Points given,italy,north macedonia,1
3460,baku-2012,2012,Points given,estonia,sweden,12
3461,baku-2012,2012,Points given,estonia,germany,10
3462,baku-2012,2012,Points given,estonia,russia,8
3463,baku-2012,2012,Points given,estonia,italy,7
3464,baku-2012,2012,Points given,estonia,iceland,6
3465,baku-2012,2012,Points given,estonia,united kingdom,5
3466,baku-2012,2012,Points given,estonia,spain,4
3467,baku-2012,2012,Points given,estonia,lithuania,3
3468,baku-2012,2012,Points given,estonia,denmark,2
3469,baku-2012,2012,Points given,estonia,ukraine,1
3470,baku-2012,2012,Points given,norway,sweden,12
3471,baku-2012,2012,Points given,norway,serbia,10
3472,baku-2012,2012,Points given,norway,russia,8
3473,baku-2012,2012,Points given,norway,estonia,7
3474,baku-2012,2012,Points given,norway,lithuania,6
3475,baku-2012,2012,Points given,norway,iceland,5
3476,baku-2012,2012,Points given,norway,italy,4
3477,baku-2012,2012,Points given,norway,germany,3
3478,baku-2012,2012,Points given,norway,denmark,2
3479,baku-2012,2012,Points given,norway,ukraine,1
3480,baku-2012,2012,Points given,azerbaijan,turkey,12
3481,baku-2012,2012,Points given,azerbaijan,russia,10
3482,baku-2012,2012,Points given,azerbaijan,malta,8
3483,baku-2012,2012,Points given,azerbaijan,sweden,7
3484,baku-2012,2012,Points given,azerbaijan,romania,6
